Team_Std,TotalGames,TotalWins,Q1_Games,Q1_WinPct,Q1_NetEff,Q2_Games,Q2_WinPct,Q2_NetEff,Q3_Games,Q3_WinPct,Q3_NetEff,Q4_Games,Q4_WinPct,Q4_NetEff,Q1_Wins,Q1_Losses,Q2_Wins,Q2_Losses,Q3_Wins,Q3_Losses,Q4_Wins,Q4_Losses,Team,WinRate_Score,NetEff_Score,Quadrant_Score,Paper_Tiger_Score,Paper_Tiger_Flag,Quality_WinPct,Cupcake_WinPct,Kentucky_Score,Kentucky_Flag,DataThrough,Season,Team_KP,Seed,ConfShort,Coach,Wins,Losses,AdjEM,RankAdjEM,Pythag,RankPythag,AdjOE,RankAdjOE,OE,RankOE,AdjDE,RankAdjDE,DE,RankDE,Tempo,RankTempo,AdjTempo,RankAdjTempo,Luck,RankLuck,SOS,RankSOS,SOSO,RankSOSO,SOSD,RankSOSD,NCSOS,RankNCSOS,Event,APL_Off,RankAPL_Off,APL_Def,RankAPL_Def,ConfAPL_Off,RankConfAPL_Off,ConfAPL_Def,RankConfAPL_Def,KP_Rank,TQPR,TQPR_Rank
Gonzaga,18,17,0,0.0,0.0,2,1.0,4.425,3,1.0,10.100000000000001,13,0.9230769230769231,23.15,0.0,0.0,2.0,0.0,3.0,0.0,12.0,1.0,Gonzaga Bulldogs,0.96875,11.935294117647057,44.590089869281044,71.94576990078012,True,1.0,0.9375,-3.125,False,"Monday, January 12",2026.0,Gonzaga,0.0,WCC,Mark Few,17.0,1.0,30.272,6.0,0.9599,7.0,125.494,6.0,123.997,9.0,95.2223,12.0,91.9166,7.0,73.4065,29.0,70.6575,54.0,0.1024,23.0,5.1303,54.0,111.664,51.0,106.533,56.0,7.5905,33.0,,15.6,32.0,16.94,117.0,15.38,1.0,18.04,8.0,6.0,64.56179012091502,11
Stanford,13,11,4,1.0,5.85,0,0.0,0.0,2,0.0,-5.3,7,1.0,8.8,4.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,Stanford,0.8666666666666667,4.60625,78.99634615384616,3.854019191442505,False,1.0,0.7777777777777778,-11.11111111111111,False,"Monday, January 12",2026.0,Stanford,0.0,ACC,Kyle Smith,13.0,4.0,11.093,80.0,0.7663,76.0,113.071,104.0,110.485,134.0,101.978,59.0,101.935,73.0,69.3801,178.0,67.7101,197.0,0.0641,66.0,2.798,90.0,109.685,133.0,106.887,73.0,-1.7209,230.0,,17.29,165.0,17.4,211.0,18.81,15.0,19.96,18.0,80.0,63.05910684615385,12
BYU,16,15,0,0.0,0.0,0,0.0,0.0,4,1.0,9.133333333333333,12,0.9166666666666666,27.53333333333333,0.0,0.0,0.0,0.0,4.0,0.0,11.0,1.0,BYU Cougars,0.9583333333333334,16.21025641025641,43.609102564102564,90.45671438309475,True,0.0,0.9375,0.0,False,"Monday, January 12",2026.0,BYU,0.0,B12,Kevin Young,15.0,1.0,28.2595,11.0,0.95,13.0,125.12,8.0,123.145,14.0,96.8609,17.0,96.0779,23.0,71.6172,67.0,71.0359,43.0,0.037,118.0,5.3236,51.0,111.644,54.0,106.321,45.0,3.6813,94.0,,15.3,19.0,17.84,283.0,15.16,2.0,16.29,7.0,11.0,62.8673308974359,13
Minnesota,8,8,2,1.0,9.1,0,0.0,0.0,0,0.0,0.0,6,1.0,30.8,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Minnesota,1.0,17.78,73.112,46.830265848670756,False,1.0,1.0,0.0,False,"Monday, January 12",2026.0,Minnesota,0.0,B10,Niko Medved,10.0,6.0,9.9132,86.0,0.744,86.0,111.872,118.0,110.621,132.0,101.958,58.0,100.593,60.0,64.9044,343.0,63.6421,348.0,-0.0028,198.0,1.0914,135.0,110.61,88.0,109.518,213.0,-9.5141,360.0,,18.02,259.0,18.66,358.0,18.57,14.0,18.22,10.0,86.0,62.585412,14
Seton Hall,12,12,1,1.0,6.95,0,0.0,0.0,6,1.0,7.25,5,1.0,12.15,1.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,Seton Hall,1.0,8.496666666666668,58.065333333333335,55.91910929334243,False,1.0,1.0,0.0,False,"Monday, January 12",2026.0,Seton Hall,0.0,BE,Shaheen Holloway,14.0,2.0,16.9123,43.0,0.8702,39.0,110.885,133.0,109.659,144.0,93.9725,9.0,92.885,10.0,67.3281,274.0,66.3737,260.0,0.0106,171.0,2.337,97.0,110.283,108.0,107.946,123.0,-4.1063,291.0,,17.43,176.0,17.99,304.0,17.69,7.0,17.6,6.0,43.0,61.72422366666667,15
Texas Tech,12,8,7,0.42857142857142855,-5.2666666666666675,1,1.0,3.066666666666667,1,1.0,1.5555555555555556,3,1.0,10.522222222222222,3.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,14Texas Tech,0.5223880597014925,-2.0512980269989622,60.020276809100906,5.930470347648262,False,0.5,1.0,25.0,False,"Monday, January 12",2026.0,Texas Tech,0.0,B12,Grant McCasland,12.0,4.0,22.8726,22.0,0.9147,23.0,122.68,16.0,118.353,44.0,99.8077,33.0,104.815,122.0,70.0633,139.0,67.6911,199.0,0.045,101.0,10.2153,5.0,116.079,2.0,105.864,32.0,7.5995,32.0,,17.48,190.0,16.91,106.0,18.23,13.0,16.2,6.0,22.0,61.152434883185315,16
Illinois,16,13,1,1.0,2.925,0,0.0,0.0,2,0.5,1.7,13,0.8461538461538461,29.175,1.0,0.0,0.0,0.0,1.0,1.0,11.0,2.0,Illinois Fighting Illini,0.8148148148148148,12.83480392156863,39.050588235294114,71.02931152010906,True,1.0,0.8,0.0,False,"Monday, January 12",2026.0,Illinois,0.0,B10,Brad Underwood,13.0,3.0,30.1586,7.0,0.9577,10.0,126.913,3.0,125.595,3.0,96.7543,16.0,98.5988,39.0,68.4172,218.0,67.0367,232.0,-0.0129,213.0,7.8206,15.0,113.622,12.0,105.801,30.0,3.1744,108.0,,17.93,248.0,17.35,202.0,18.86,17.0,17.44,5.0,7.0,60.60925188235294,17
George Mason,3,3,0,0.0,0.0,2,1.0,13.5,0,0.0,0.0,1,1.0,10.75,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,George Mason,1.0,13.107142857142856,63.576190476190476,57.10065894114974,False,1.0,1.0,0.0,False,"Monday, January 12",2026.0,George Mason,0.0,A10,Tony Skinn,16.0,1.0,11.31,76.0,0.7663,77.0,115.287,78.0,117.241,54.0,103.977,84.0,100.536,58.0,66.55,301.0,65.2727,314.0,0.0449,103.0,-4.739,318.0,107.378,262.0,112.117,345.0,-7.7621,348.0,,18.5,304.0,17.54,238.0,18.53,9.0,19.28,13.0,76.0,60.11259866666666,18
St. Louis,16,15,0,0.0,0.0,2,1.0,16.049999999999997,2,1.0,21.05,12,0.9166666666666666,37.7,0.0,0.0,2.0,0.0,2.0,0.0,11.0,1.0,Saint Louis Billikens,0.9642857142857143,24.599999999999998,49.73285714285714,73.00613496932516,True,1.0,0.9285714285714286,-3.57142857142857,False,"Monday, January 12",2026.0,Saint Louis,0.0,A10,Josh Schertz,15.0,1.0,19.5807,34.0,0.887,32.0,119.375,45.0,123.774,10.0,99.7944,32.0,94.7157,14.0,74.0092,19.0,72.4333,23.0,0.0244,144.0,-3.9463,299.0,105.881,312.0,109.827,241.0,-5.9079,321.0,,14.64,7.0,17.66,262.0,16.13,1.0,18.07,8.0,34.0,59.547033,19
USC,12,10,5,0.6,-16.733333333333334,0,0.0,0.0,3,1.0,9.833333333333334,4,1.0,10.933333333333335,3.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,USC,0.6981132075471698,-7.339710144927536,60.81254361498496,9.111565553283342,False,0.6,1.0,20.0,False,"Monday, January 12",2026.0,USC,0.0,B10,Eric Musselman,13.0,3.0,15.7476,49.0,0.8391,49.0,117.735,60.0,111.07,126.0,101.987,60.0,103.409,97.0,72.6675,44.0,70.5966,56.0,0.1738,3.0,6.6182,28.0,111.03,68.0,104.412,7.0,-0.7111,201.0,,16.49,85.0,17.04,133.0,17.6,3.0,16.68,2.0,49.0,59.39976226524473,20
North Carolina,16,14,2,0.5,-3.6333333333333333,3,0.6666666666666666,4.916666666666666,2,1.0,7.833333333333333,9,1.0,26.5,1.0,1.0,2.0,1.0,2.0,0.0,9.0,0.0,North Carolina Tar Heels,0.717391304347826,7.091503267973858,49.36921000284171,44.03544648943422,False,0.6,1.0,20.0,False,"Monday, January 12",2026.0,North Carolina,0.0,ACC,Hubert Davis,14.0,2.0,19.9311,33.0,0.8898,31.0,120.006,40.0,117.524,53.0,100.074,40.0,97.2785,32.0,69.3906,176.0,67.0995,227.0,0.0873,34.0,2.2051,101.0,109.704,132.0,107.499,99.0,-0.2807,185.0,,16.4,78.0,18.22,331.0,17.82,10.0,16.77,5.0,33.0,58.6828805009946,21
Georgia,16,14,2,0.5,0.6399999999999999,2,0.5,1.7799999999999998,3,1.0,10.18,9,1.0,14.580000000000002,1.0,1.0,1.0,1.0,3.0,0.0,9.0,0.0,Georgia Bulldogs,0.7045454545454546,6.100408163265306,47.14470871985158,44.03544648943422,False,0.5,1.0,25.0,False,"Monday, January 12",2026.0,Georgia,0.0,SEC,Mike White,14.0,2.0,20.9786,28.0,0.8985,29.0,121.468,24.0,122.551,17.0,100.49,46.0,95.0471,16.0,77.3489,2.0,75.2489,2.0,0.0336,123.0,-1.8153,234.0,107.481,257.0,109.296,203.0,-7.0156,338.0,,14.34,3.0,16.85,87.0,15.53,1.0,17.35,10.0,28.0,58.58141405194806,22
Tennessee,16,11,4,0.5,-0.5375000000000001,4,0.25,-3.7625,1,1.0,6.25,7,1.0,21.675,2.0,2.0,1.0,3.0,1.0,0.0,7.0,0.0,Tennessee Volunteers,0.5,1.9900735294117646,49.29602941176471,26.1758691206544,False,0.375,1.0,31.25,True,"Monday, January 12",2026.0,Tennessee,0.0,SEC,Rick Barnes,11.0,5.0,23.5375,19.0,0.9259,16.0,119.373,46.0,118.386,43.0,95.8357,13.0,96.9364,29.0,69.6781,160.0,67.4427,213.0,-0.0682,314.0,5.7624,40.0,112.743,25.0,106.981,78.0,0.0788,176.0,,16.34,72.0,17.97,300.0,16.0,4.0,17.44,11.0,19.0,58.16655929411765,23
Miami OH,8,8,1,1.0,12.6,1,1.0,4.2,0,0.0,0.0,6,1.0,21.2,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,Miami (OH),1.0,14.114893617021277,63.64595744680851,59.918200408997954,False,1.0,1.0,0.0,False,"Monday, January 12",2026.0,Miami OH,0.0,MAC,Travis Steele,17.0,0.0,8.1881,97.0,0.7003,99.0,115.068,81.0,119.151,39.0,106.88,127.0,102.223,77.0,71.5762,69.0,70.9442,47.0,0.0642,64.0,-6.6111,346.0,105.561,321.0,112.172,347.0,-10.4051,363.0,,16.04,59.0,17.4,210.0,16.26,3.0,16.84,5.0,97.0,58.164044106382974,24
California,2,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,California,1.0,32.0,57.8,100.0,True,0.0,1.0,0.0,False,"Monday, January 12",2026.0,California,0.0,ACC,Mark Madsen,13.0,4.0,10.5559,82.0,0.7529,81.0,114.336,92.0,114.349,84.0,103.78,81.0,101.461,65.0,68.9781,199.0,67.1578,225.0,0.0535,82.0,-0.7426,196.0,109.109,156.0,109.852,245.0,-7.0612,340.0,,16.98,133.0,17.68,265.0,17.82,11.0,17.54,10.0,82.0,57.613096999999996,25
UCF,13,12,2,0.5,1.1000000000000003,0,0.0,0.0,6,1.0,8.533333333333333,5,1.0,9.066666666666666,1.0,1.0,0.0,0.0,6.0,0.0,5.0,0.0,25UCF,0.7948717948717948,6.174074074074074,49.315783475783476,45.97032143044413,False,0.5,1.0,25.0,False,"Monday, January 12",2026.0,UCF,0.0,B12,Johnny Dawkins,13.0,2.0,16.2044,47.0,0.8405,48.0,120.4,35.0,119.764,34.0,104.196,87.0,104.765,121.0,71.9467,62.0,69.2272,115.0,0.0771,45.0,3.1133,86.0,110.678,82.0,107.565,100.0,-0.4494,192.0,,15.56,27.0,18.04,308.0,15.78,4.0,17.75,11.0,47.0,57.04077806267806,26
McNeese,16,13,4,0.75,0.8666666666666668,0,0.0,0.0,1,0.0,-1.8333333333333333,11,0.9090909090909091,18.733333333333334,3.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,McNeese Cowboys,0.7391304347826086,4.681818181818182,58.133596837944665,22.631220177232446,False,0.75,0.8333333333333334,4.166666666666669,False,"Monday, January 12",2026.0,McNeese,0.0,Slnd,Bill Armstrong,14.0,3.0,12.4459,68.0,0.7853,68.0,116.693,67.0,116.553,58.0,104.247,88.0,102.67,82.0,68.0433,240.0,67.1896,222.0,0.0985,29.0,-0.2072,177.0,108.004,227.0,108.211,137.0,11.816,12.0,,16.25,69.0,18.72,362.0,16.05,1.0,19.75,12.0,68.0,56.093655893280626,27
Texas A&M,14,12,2,0.5,-7.5,2,0.5,-3.5999999999999996,3,1.0,26.05,7,1.0,16.8,1.0,1.0,1.0,1.0,3.0,0.0,7.0,0.0,Texas A&M*,0.6904761904761905,6.630612244897961,47.43795918367347,41.64962508520791,False,0.5,1.0,25.0,False,"Monday, January 12",2026.0,Texas A&M,0.0,SEC,Bucky McMillan,13.0,3.0,17.1622,41.0,0.8573,41.0,118.859,52.0,122.84,16.0,101.697,56.0,102.159,76.0,75.5038,9.0,72.7068,19.0,0.0402,114.0,-1.671,227.0,109.089,157.0,110.76,309.0,-6.8852,336.0,,14.91,10.0,16.86,90.0,15.81,2.0,17.85,15.0,41.0,56.00975057142857,28
UT Rio Grande Valley Vaqueros,2,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.0,67.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,UT Rio Grande Valley Vaqueros,1.0,67.9,72.16,100.0,True,0.0,1.0,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,56.00599999999999,29
Louisville,16,12,3,0.3333333333333333,-2.471428571428571,3,1.0,7.1571428571428575,1,0.0,-0.8857142857142858,9,0.8888888888888888,21.885714285714283,1.0,2.0,3.0,0.0,0.0,1.0,8.0,1.0,Louisville Cardinals,0.6078431372549019,5.294233289646133,38.97063449232904,44.03544648943422,False,0.6666666666666666,0.8,6.6666666666666705,False,"Monday, January 12",2026.0,Louisville,0.0,ACC,Pat Kelsey,12.0,4.0,24.2507,16.0,0.9236,18.0,124.449,10.0,121.334,25.0,100.198,41.0,95.9999,22.0,72.7117,42.0,70.7874,50.0,-0.0318,251.0,5.5751,43.0,110.103,113.0,104.528,11.0,1.8114,133.0,,15.01,14.0,17.86,285.0,15.69,2.0,18.38,16.0,16.0,55.92783907231516,30
Iowa State,16,16,2,1.0,6.1499999999999995,2,1.0,4.7,1,1.0,4.983333333333333,11,1.0,32.766666666666666,2.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,Iowa State Cyclones,1.0,12.103658536585368,70.84146341463415,35.71915473755964,False,1.0,1.0,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,55.544512195121946,31
Nevada,5,5,0,0.0,0.0,0,0.0,0.0,3,1.0,7.7,2,1.0,30.1,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,Nevada,1.0,13.3,50.32,77.0961145194274,True,0.0,1.0,0.0,False,"Monday, January 12",2026.0,Nevada,0.0,MWC,Steve Alford,12.0,4.0,11.1604,78.0,0.759,80.0,117.548,62.0,115.907,65.0,106.387,118.0,107.582,184.0,66.272,310.0,65.4917,303.0,0.0689,52.0,3.9706,72.0,111.175,60.0,107.205,87.0,1.9373,126.0,,17.77,231.0,18.24,334.0,18.14,6.0,19.32,10.0,78.0,55.371004,32
Clemson,17,14,1,0.0,-1.5999999999999999,4,1.0,5.266666666666667,3,0.3333333333333333,-2.8333333333333335,9,1.0,23.666666666666668,0.0,1.0,4.0,0.0,1.0,2.0,9.0,0.0,Clemson Tigers,0.6956521739130435,5.9264797507788165,39.557292667574956,55.8602991298769,False,0.8,0.8333333333333334,1.6666666666666663,False,"Monday, January 12",2026.0,Clemson,0.0,ACC,Brad Brownell,14.0,3.0,20.7541,29.0,0.9026,27.0,117.934,59.0,115.548,67.0,97.1802,18.0,97.3398,33.0,66.7931,294.0,65.4112,307.0,0.0479,91.0,6.4439,29.0,112.218,37.0,105.774,29.0,1.7526,135.0,,17.2,155.0,18.67,360.0,18.08,13.0,17.85,14.0,29.0,55.00774861012182,33
Villanova,16,13,3,0.3333333333333333,-7.866666666666667,1,1.0,7.933333333333334,5,1.0,6.133333333333333,7,0.8571428571428571,13.200000000000001,1.0,2.0,1.0,0.0,5.0,0.0,6.0,1.0,Villanova Wildcats,0.6666666666666666,2.141310541310541,37.85652421652422,39.263803680981596,False,0.5,0.9166666666666666,20.833333333333332,False,"Monday, January 12",2026.0,Villanova,0.0,BE,Kevin Willard,13.0,3.0,21.4293,25.0,0.9031,26.0,121.441,25.0,119.133,40.0,100.012,38.0,102.888,90.0,65.3263,336.0,63.2791,358.0,0.0335,124.0,6.2129,35.0,112.559,30.0,106.346,48.0,2.412,118.0,,18.77,323.0,17.75,273.0,18.52,9.0,18.07,10.0,25.0,54.677022475783474,34
Tulsa,13,10,2,1.0,7.85,1,1.0,9.75,4,0.25,-2.2,6,1.0,36.150000000000006,2.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,Tulsa,0.7692307692307693,10.692553191489363,59.50779050736498,27.093492737664516,False,1.0,0.7,-15.000000000000002,False,"Monday, January 12",2026.0,Tulsa,0.0,Amer,Eric Konkol,13.0,3.0,10.3557,84.0,0.739,87.0,119.653,41.0,123.149,13.0,109.298,178.0,105.656,141.0,69.1875,186.0,68.1015,174.0,0.0348,121.0,-1.2846,210.0,107.408,261.0,108.693,166.0,-2.046,244.0,,16.93,126.0,17.8,278.0,16.57,5.0,19.1,12.0,84.0,54.62914321603928,35
Youngstown State Penguins,2,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.0,57.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Youngstown State Penguins,1.0,57.8,68.12,100.0,True,0.0,1.0,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,54.592,36
St. Mary's,18,16,0,0.0,0.0,1,1.0,2.8333333333333335,6,1.0,16.233333333333334,11,0.8181818181818182,17.03333333333333,0.0,0.0,1.0,0.0,6.0,0.0,9.0,2.0,Saint Mary's Gaels,0.9411764705882353,14.222222222222223,37.15294117647059,76.42959933348482,True,1.0,0.8823529411764706,0.0,False,"Monday, January 12",2026.0,Saint Mary's,0.0,WCC,Randy Bennett,16.0,2.0,19.482,35.0,0.8837,35.0,120.492,33.0,118.053,47.0,101.01,51.0,98.8582,42.0,66.9265,289.0,65.8369,288.0,0.0545,79.0,1.8401,118.0,108.274,206.0,106.434,53.0,3.6941,93.0,,18.7,321.0,17.14,164.0,19.32,12.0,18.07,9.0,35.0,54.34308274509804,37
